,comment,star,date,,상품링크
1473,여름에입기 딱 좋고 가성비가 넘 좋네요 다른색상도 사고싶어요!!,5,22.05.12.,,
1474,잘 받았습니다 감사합니다,4,22.05.17.,,
1475,잘 받았습니다 감사합니다,4,22.05.17.,,
1476,너무 이뿌고 마음에 들어요,3,22.05.17.,,
1477,잘 받았습니다 감사합니다,5,22.05.17.,,
1478,잘 받았습니다 감사합니다,5,22.05.17.,,
1479,잘 받았습니다 감사합니다,5,22.05.17.,,
1480,"좋은 가격에 구매했습니다~다른 색상으로 추가구매의사있습니다
색상이 사진에 좀 밝게나왔는데 실제로는 딱 카키색입니다",5,22.05.01.,,
1481,"원단이 부드러고 좋은편 늘어지기도함
넉넉하고 편함",5,22.06.02.,,
1482,아니 아울렛 왜 감 ? 내 폴로는 여기서 책임져 주는데 !!,5,22.05.29.,,
1483,"반팔은 스몰도 55여자가 입기에 낙낙하니 좋아요
다른 색깔도 살까해요 ㅎㅎ",5,22.05.08.,,
1484,선물했는데 좋아하네요,5,22.06.07.,,
1485,어깨랑 팔라인은 맞는데 살짝 길어서 아쉽네요 면재질은 보들보들해요,4,22.05.29.,,
1486,선물로 주기 좋아요,5,22.06.08.,,
1487,"선택한 옵션 사진이랑 실물 색상이 좀 다릅니다
밝기때문에 그런듯",4,22.05.13.,,
1488,부모님이 좋아하세요,5,22.06.10.,,
1489,좋아요 딱맞아요  면도좋습니다,5,22.06.02.,,
1490,부모님 어버이날 선물 겸 결혼기념일 선물로 사드렸는데 너무 편하고 예쁘다고 마음에 들어하시네요 감사합니다!!,5,22.05.23.,,
1491,부모님 어버이날 선물 겸 결혼기념일 선물로 사드렸는데 너무 편하고 예쁘다고 마음에 들어하시네요 감사합니다!!,5,22.05.23.,,
1492,아니 아울렛 왜 감 ?? 내 폴로는 여기서 책임져주는데 !!,5,22.05.29.,,
1493,생각보다 너무너무 이뻐요!,5,22.06.09.,,
1494,사이즈는 좀 크게 나왔나봐요 커플옷으로 잘입었어용,5,22.05.09.,,
1495,사이즈는 좀 크게 나왔나봐요 커플옷으로 잘입었어용,5,22.05.09.,,
1496,아들램이 구매해달라서 시켜줫는데 맘에든다네요,5,22.06.02.,,
1497,이쁘고 질이 좋습니다,5,22.06.07.,,
1498,빠르게 잘 받았어요!,5,22.06.11.,,
1499,빠르게 잘 받았어요!,5,22.06.11.,,
1500,빠르게 잘 받았어요!,5,22.06.11.,,
1501,빠르게 잘 받았어요!,5,22.06.11.,,
1502,181에 73kg 입니다. 잘맞네여,5,22.05.24.,,
1503,2번째 구매인데 배송 빠르고 편합니다,5,22.06.07.,,
1504,"옷 이쁩니다
사이즈는 실측사이즈 참고하세요
177-73 라지 사이즈 이쁘게 여유있게 맞습니다",5,22.05.11.,,
1505,배송도 빠르고 좋아요,5,22.06.07.,,
1506,가격대비 좋아요 다른색도 구매할게요,5,22.05.28.,,
1507,남편은 xl사이즈 오버핏이라 아주만족해했어요! 결혼1주년기념 셀프사진촬영갈때 입으려구 사서 아직 열흘남아 모셔놓는중입니당♥️,5,22.05.19.,,
1508,배송도빠르고 이뻐요,4,22.05.17.,,
1509,생각보다 너무너무 이뻐요 !!,5,22.06.09.,,
1510,좋습니다 좋아요 하하하,5,22.06.06.,,
1511,역시 화이트라 어떤 코디에도 잘 어울리네요,4,22.06.02.,,
1512,"색상도 너무 예쁘고 네이비에 레드 너무 예뻐요 다들 사세요 진짜 추천입니당 
185cm에 길이는 살짝 엉덩이 반정도 가리네요 
사이즈 잘맞네요 ㅎㅎ 만족입니다",5,22.04.29.,,
1513,"일반 반팔티 보다 좀 더 ㅋ커요
옷은 이뻐요~",5,22.05.31.,,
1514,"일단 핏 의심하지 않았고요. ㅋㅋ
색깔 너무 마음에 듭니다.
올 한해 편히 입을수 있겠네요",5,22.05.04.,,
1515,완전이뻐요.편하고ㅏㄹ입을듯,5,22.06.06.,,
1516,"남편이랑같이입으려고삿어요
이뻐요",5,22.05.31.,,
1517,커플로 넘넘 조아여,5,22.06.07.,,
1518,사이즈도 정사이즈고 재질도 보들보들해서 피부에 민감한 의류가 아니라 좋아요! 이 가격에 폴로 반팔 살 수 있는걸 참 만족스럽게 생각합니다.,5,22.04.27.,,
1519,"날도 더워지고해서 남자친구랑 같이 입고싶어서 구매했어요.ᐟ 배송도 빠르고 제품도 너무 마음에 들어요 ㅎㅎ
다음에 또 구매하러 오겠습니당❤️",5,22.04.29.,,
1520,디자인 예쁘고 엄청 편해요!!,5,22.06.06.,,
1521,제가 평소에 95 M 사이즈 입는데 편하게 입기 좋은 사이즈에요. 저보다 사이즈 작으신 여자분들은 좀 많이 오버핏일것 같아요. 색깔은 딱 원했던 옅은 회색이라 여름에 교복처럼 입고 다닐 것 같아요.,5,22.04.27.,,
1522,"색상과 핏감이 좋다. 폴로의 영원한  필수템
강추",5,22.05.25.,,
1523,이쁜데 너무 싸서 정품이 맞을까..? 불안도해용 .. 근데 후기가 많으니까 ㅎㅎㅎ 믿어봅니당,5,22.05.03.,,
1524,이뻐요 생각보다 안커요,5,22.05.31.,,
1525,"친구랑 같이 입으려구 다른 색상도 샀어요!
지금 날씨부터 여름까지 잘 입을것같아용
배송도 빠르고 예쁘네용",5,22.05.03.,,
1526,"그냥 저렴해서 구매했습니다
색감이나 재질은 괜찮네요
그냥 무난합니다",3,22.05.07.,,
1527,좋습니다 좋아요 하하,5,22.06.06.,,
1528,평소 66 M사이즈 입는데 M사이즈 오버핏이네요 맞게 입으려면 S도 괜찮을듯요,4,22.05.30.,,
1529,여름에 커플티로 가볍게 입을 수 있어서 조아요,5,22.06.01.,,
1530,시원하고 편합니다.,5,22.05.21.,,
1531,옷은 이뻐요~ 생각보다 커요~,5,22.05.31.,,
1532,이쁘네요 역시폴로 배송도 빨라용,5,22.05.29.,,
1533,괜춘~~~~~~~~~,4,22.07.06.,,
1534,"배송빠르고
포장좋고
물건좋고 싸요!",5,22.06.03.,,
1535,아이한테 잘 맞아요,5,22.06.09.,,
1536,옷 튼튼하고 넘 예뻐요! 여름에 가볍게 입기 좋을것같아요 배송도 빨리왔어용 ~ 55사이즌데 s입으니까 잘 맞았습니다,5,22.05.02.,,
1537,"조명 때문에 사진은 이상하지만, 색감과 질감, 사이즈 모두 만족합니다.",5,22.05.06.,,
1538,괜찮네용 좋아요 만족,5,22.06.03.,,
1539,여기옷 돟아요 부드럽고 편합니다,5,22.06.06.,,
1540,깔끔하게  입을수 있네요,5,22.06.08.,,
1541,제가 평소에 95 M 사이즈 입는데 편하게 입기 좋은 사이즈에요. 저보다 사이즈 작으신 여자분들은 좀 많이 오버핏일것 같아요. 색깔은 딱 원했던 옅은 회색이라 여름에 교복처럼 입고 다닐 것 같아요.,5,22.04.27.,,
1542,"색상과 핏감이 좋다. 폴로의 영원한  필수템
강추",5,22.05.25.,,
1543,이쁜데 너무 싸서 정품이 맞을까..? 불안도해용 .. 근데 후기가 많으니까 ㅎㅎㅎ 믿어봅니당,5,22.05.03.,,
1544,이뻐요 생각보다 안커요,5,22.05.31.,,
1545,"친구랑 같이 입으려구 다른 색상도 샀어요!
지금 날씨부터 여름까지 잘 입을것같아용
배송도 빠르고 예쁘네용",5,22.05.03.,,
1546,"그냥 저렴해서 구매했습니다
색감이나 재질은 괜찮네요
그냥 무난합니다",3,22.05.07.,,
1547,좋습니다 좋아요 하하,5,22.06.06.,,
1548,평소 66 M사이즈 입는데 M사이즈 오버핏이네요 맞게 입으려면 S도 괜찮을듯요,4,22.05.30.,,
1549,여름에 커플티로 가볍게 입을 수 있어서 조아요,5,22.06.01.,,
1550,시원하고 편합니다.,5,22.05.21.,,
1551,옷은 이뻐요~ 생각보다 커요~,5,22.05.31.,,
1552,이쁘네요 역시폴로 배송도 빨라용,5,22.05.29.,,
1553,괜춘~~~~~~~~~,4,22.07.06.,,
1554,"배송빠르고
포장좋고
물건좋고 싸요!",5,22.06.03.,,
1555,아이한테 잘 맞아요,5,22.06.09.,,
1556,옷 튼튼하고 넘 예뻐요! 여름에 가볍게 입기 좋을것같아요 배송도 빨리왔어용 ~ 55사이즌데 s입으니까 잘 맞았습니다,5,22.05.02.,,
1557,"조명 때문에 사진은 이상하지만, 색감과 질감, 사이즈 모두 만족합니다.",5,22.05.06.,,
1558,괜찮네용 좋아요 만족,5,22.06.03.,,
1559,여기옷 돟아요 부드럽고 편합니다,5,22.06.06.,,
1560,깔끔하게  입을수 있네요,5,22.06.08.,,
1561,생각보다 얇지만 예뻐요!,5,22.06.06.,,
1562,좋아요 사이즈 확인하느라 먼저사고 한벌 더 샀어요,4,22.06.01.,,
1563,원단도 좋고 핏도 아주 좋아여,5,22.05.31.,,
1564,"남편이랑커플로삿어요
이쁘네요",5,22.05.31.,,
1565,넉넉하니 편하게 너무 이뻐요!!,5,22.06.05.,,
1566,핏이좋고 편안하네요 빠른배송 좋아요,5,22.05.14.,,
1567,"아주 맘에들어요
다른색도 구매하려구요!",5,22.05.29.,,
1568,"100사이즈 입는데
M이 딱 맞습니다",5,22.05.19.,,
1569,치수표 보고 약간 크게 나온 거 같아서 L입는데 M으로 시켰는데 어깨랑 팔부분이 쫌 타이트 하네요. 173/75 입니다. 원래 자기 입던 사이즈로 시키면 될 듯 합니다.,4,22.04.27.,,
1570,천도좋고편하개입겠네요,5,22.06.04.,,
1571,사이즈가 정사이즈입니다.,3,22.05.21.,,
1572,사이즈는 생각보다 큼  편하고한철입기 좋음,4,22.06.01.,,
1573,배 송 해 서    잘받았습니다,5,22.06.07.,,
1574,저렴하게 구매해서 잘입을게요,4,22.06.03.,,
1575,커플티로 추천합니다,5,22.06.08.,,
1576,평소 105입으시는 아버지에게 라지 사드렸어요! 잘맞았고 예뻐서 마음에 든다고 해주셨어요!,5,22.05.22.,,
1577,무난하ㅗ 깔끔하게 잘 입을거같아요,4,22.06.03.,,
1578,일부러 크게샀는데 편해요,5,22.05.17.,,
1579,아주맘에듭니다 굿굿좋아요,5,22.06.02.,,
1580,잘입고있어요좋아요ㅋ,5,22.06.08.,,
1581,"얇은편입니다! 시원하게 잘입을수 있을것 같아요.
다른컬러도 하나 구매하고싶네요",5,22.05.04.,,
1582,사용하기 좋은것 같습니다,4,22.06.04.,,
1583,사용하기 좋은것 같습니다,4,22.06.04.,,
1584,"그냥 저렴해서 구매했습니다
디자인은 그야말로 평범 단순 그 자체입니다",3,22.05.07.,,
1585,시원해용예뻐용 ㅎㅎㅎ,5,22.06.07.,,
1586,"화이트가 진리입니다
사이즈 딱좋구요 캐쥬얼하게 잘입을거같아요
감사합니다~~^^",5,22.05.20.,,
1587,"딱 맞게 입으려면 157  / 46키로 xs이 맞겠네요.
오버핏이 좋다해서 s했습니다.",5,22.05.27.,,
1588,커플로 입을려고 두개 샀어요 ㅎㅎ,5,22.05.18.,,
1589,사이즈가 조금크긴하지만..재질좋아요^^,5,22.05.13.,,
1590,전에긴팔을구매후잘입고있어서반팔버전으로재구매한건인데생가보다사이즈가약간커서아쉽지만예뻐서흰색상도재구매예정임,3,22.05.23.,,
1591,"말해 뭐합니까, 폴로 기본티셔츠는 믿고더블로 가요. 진품, 가품을 논하지 마시고, 구매해서 착용해 보세요. 질감, 착용감이 다릅니다",5,22.04.22.,,
1592,"아직 입어보진 않았지만 이뻐요 
남친이랑 커플룩으로 입으려고 샀어요~",5,22.05.11.,,
1593,그냥 그럭저럭 입을만 해요,5,22.05.17.,,
1594,"100사이즈 입는데 
M사이즈가 딱이네요",5,22.05.19.,,
1595,배송 빠르고 이뻐요,5,22.05.16.,,
1596,재질도 좋고 편해요 굿굿굿,5,22.06.01.,,
1597,재질도 좋고 편해요 굿굿굿,5,22.06.01.,,
1598,재질도 좋고 편해요 굿굿굿,5,22.06.01.,,
1599,저렴하게 잘샀고 다음에 또 구입할게요 ㅡㅜㅡ,5,22.06.03.,,
1600,간지나고 넘 변해요,5,22.06.05.,,
1601,그냥 그럭저럭 입을만 합니다.,5,22.05.17.,,
1602,"원래 입던 사이즈로 삿더니 너무 큽니다..ㅠㅠ
옷은 이쁜데.. XL 원래 입는데 XL로 구매했더니
다른분들 구매시 한치수 낮게 사시는걸 추천 드려요",4,22.05.18.,,
1603,잘 입고 잇습니다용,5,22.06.08.,,
1604,옷이 겁나 잘 늘어남.. 진품이 맞는건지..,3,22.05.17.,,
1605,예쁘고 편하고 좋네요,5,22.05.30.,,
1606,"배송 빨랐어요. 선물했어요. 블랙 라운드
쇼핑백 함께 주시면 좋을 텐데. 
갖고 있던 거 있어서 그걸로 썼네요.",5,22.05.02.,,
1607,깔끔하고 질감도 좋아요.,5,22.06.04.,,
1608,ㅋ장 역시 폴로에요,5,22.05.20.,,
1609,배송이 빠릅니다..,4,22.05.20.,,
1610,배송이 빠릅니다..,4,22.05.20.,,
1611,예뻐서 4개구매햇어요 ㅋ,5,22.06.08.,,
1612,배송 빠르고 이뻐요-><,5,22.06.08.,,
1613,평소 M을 입으시는 분들 중 넉넉하게 입으시는 걸 선호하시면 L 추천드려요,5,22.05.23.,,
1614,"174-71 L사이즈 좋습니다.
색상도 맘에듭니다",5,22.05.14.,,
1615,리뷰가 많은 만큼 믿을 수 있어 좋았아요~질도 너무 좋구 빠른배송 최고에요👍,5,22.05.01.,,
1616,맘에 들어요~~~~,5,22.06.09.,,
1617,"부모님 어버이날 선물로 사드렸어요!
편하고 깔끔해서 만족",5,22.05.06.,,
1618,"확실히 나무 예쁘고 재구매의사 있습니다.
역산의 비침은 있습니다. 흰색구매시 참고하시면 좋을 것 같아요.",5,22.04.29.,,
1619,생각보단 크긴 했지만 질도 괜찮구 만족합니당,5,22.05.12.,,
1620,"사이즈 생각보다 큽니당
180 79키로 라지가 딱 맞아요
Xl는 어깨는 맞았지만 폼이 커서 라지로 다시주문했네요",5,22.04.30.,,
1621,아주 좋아요 핏더 이쁘고 커플룩으로 딱,5,22.05.26.,,
1622,"완전 조아영
커플로 입구",5,22.06.04.,,
1623,잘 입고 있습니다용 ㅎ,5,22.06.08.,,
1624,이쁜데 너무 싸서 정품이 맞을까..? 불안도해용 .. 근데 후기가 많으니까 ㅎㅎㅎ 믿어봅니당,5,22.05.03.,,
1625,이쁜데 너무 싸서 정품이 맞을까..? 불안도해용 .. 근데 후기가 많으니까 ㅎㅎㅎ 믿어봅니당,5,22.05.03.,,
1626,"두개 구매했고 한개제품 밑에 정품이라기엔 각이져있다고 남겼는데 이옷이 불량이였네요 ㅠㅠ
다른티는 안그래용..판매자분 너무나 친절함에 감사드립니다 
넘예뻐요 남편도 빨자마자 매일 입네요 ㅋㅋ",5,22.05.13.,,
1627,저는 브이넥 남친은 라운드했는데 잘한것같아요!,5,22.05.12.,,
1628,예뻐요 예뻐요 예뻐요 예뻐요,5,22.06.19.,,
1629,예뻐요 예뻐요 예뻐요 예뻐요,5,22.06.19.,,
1630,예뻐요 예뻐요 예뻐요 예뻐요,5,22.06.19.,,
1631,"올여름 커플티로 장만했는데
완전 시원하게잘입을꺼같습니다ㅎ",5,22.05.10.,,
1632,"올여름 커플티로 장만했는데
완전 시원하게잘입을꺼같습니다ㅎ",5,22.05.10.,,
1633,좋아요!!!!!!!,5,22.06.15.,,
1634,좋아요!!!!!!!,5,22.06.15.,,
1635,짱 역시 폴로에염 ㅋㅋ,5,22.05.20.,,
1636,여름에 커플티로 맞춰입기 좋아요 😄,5,22.05.14.,,
1637,"살이 많이 찐 아들 입힐려고 xl 주문했는데
사이즈 낙낙해서 체형 커버도 되고 좋아요!
무엇보다 저렴한데 무료배송까지 최고예요!!",5,22.04.28.,,
1638,너무좋아요 잘입으께용용,5,22.06.02.,,
1639,옷이 넘 늘어나네요,3,22.05.17.,,
1640,배송빠르고 좋아요.  국내 100사이즈면  M  딱 맞음.,5,22.05.27.,,
1641,부드럽고 좋습니다..재구매,5,22.06.06.,,
1642,무난한거 같아요 소재가 약간 펄럭펄럭 거리는 소재이네요,4,22.05.28.,,
1643,배송도 엄청 빨리 오고 깨끗한 상태에서 왔어요 ㅎㅎ 색깔도 예뻐요ㅜㅜ S로 샀는데 생각보다 커서 놀랐어요 161인데 타이트한 핏은 아니에요! 하지만 로고랑 색깔이 예뻐서 오버핏로 입으려구요 ㅎㅎ 살까말까 고민했었는데 배송도 빠르고 상태도 좋아서 다음에도 사려구요 ㅎㅎ 감사합니다 💛💜,4,22.04.05.,,
1644,넉넉하고 좋네요 105입는데 xl 좋아요,5,22.05.16.,,
1645,좋아요!!!!!!!,5,22.06.15.,,
1646,커플로 입기 좋아요ㅎㅎ 카키색 이뻐용,5,22.05.22.,,
1647,좋아요!!!!!!!,5,22.06.15.,,
1648,조아요 공용 엠이랑 사이즈 비슷해여,5,22.05.08.,,
1649,선물드렷오요 죠으시대용,5,22.05.16.,,
1650,선물드렸눈데좋으시대영,5,22.05.16.,,
1651,너무너무 이뻐요 ! 선물 줬는데 맘에 들어해요 ❤️,5,22.05.10.,,
1652,무난하고 깔끔하게 잘 입을거같아요,4,22.06.03.,,
1653,색깔도 너무 이쁘고 사이즈도 딱 맞네요 ㅎㅎ,5,22.05.12.,,
1654,편하게 입겠습니당~~퀄리티좋아용!!!!^^,5,22.06.03.,,
1655,아주 좋아용 커플티로 굿,5,22.05.16.,,
1656,커플로 입기 너무 이뻐요 카키색 진짜 짱이뻐요 ㅎㅎ,5,22.05.22.,,
1657,뷰들부들하고 얇고 즇네요 싸게 잘 샀어요,5,22.05.12.,,
1658,진짜 너무마음에 듭니다. 바로 다른색 구매하러 들어왔어요 종류별로 다사고싶네요 많이 파세요~,5,22.05.18.,,
1659,아두 좋습니다용 ㅎ,5,22.06.08.,,
1660,괜찮네요 추천해주신사이즈가 커서 반품처리하고 다시구매합니다. 신랑이저꺼입고 저는 다시구매해요,5,22.05.01.,,
1661,배송이 빠르네요. 재주문의사 있어요,5,22.05.10.,,
1662,좋아요!!!! !!,5,22.06.12.,,
1663,"사장님 굿 사이즈 추천 만족합니다
S에서 m으로 변경했구요
사장님께서 엠이 맞으실것같다해서 변경했는데 딱입니다
하나 더 구입예정이고 참고하세요
170/70 평범한몸이고 배 살짝나온편
평소에 95-100입고 리뷰보고 s주문하려했으나 m이 딱이네요 작지도 않고 크지도 않구요 굿입니다",5,22.05.09.,,
1664,사이즈도 좋고 촉감도 부드러워요 만족합니다,5,22.05.10.,,
1665,촉감 좋고 예쁘게 잘입을게요,5,22.05.14.,,
1666,최고 입니다!! ^^,5,22.06.08.,,
1667,최고 입니다!! ^^,5,22.06.08.,,
1668,최고 입니다!! ^^,5,22.06.08.,,
1669,최고 입니다!! ^^,5,22.06.08.,,
1670,천도좋고편하게입겠네요,5,22.06.04.,,
1671,생각보다 비침이 있네요 잘 입을게툐,5,22.05.08.,,
1672,좋아요 폴로 반팔티,5,22.05.29.,,
1673,딸아들과커플로입었습니다~좋아하네요,5,22.05.12.,,
1674,아주 잘입고 있습니다,5,22.06.05.,,
1675,입어보니 좋아서 두벌 재구매 했어용~~,5,22.05.31.,,
1676,"아주 만족해요 재구매 확정입니다
재구매시 사이즈 줄여서 시켜보려구요",5,22.05.04.,,
1677,사이즈핏예쁘구요~커플티로좋네요,5,22.05.30.,,
1678,사이즈핏예쁘구요~커플티로좋네요,5,22.05.30.,,
1679,재재재구매 입니다 ㅎ,5,22.06.07.,,
1680,생각보다 사이즈 좀 크긴한데 좋네요,5,22.05.30.,,
1681,생각보다 사이즈 좀 크긴한데 좋네요,5,22.05.30.,,
1682,생각보다 사이즈 좀 크긴한데 좋네요,5,22.05.30.,,
1683,디자인도 착용감도 깔끔하고 좋아요,5,22.05.29.,,
1684,싸고 이쁘게 잘샀네요,5,22.06.05.,,
1685,원단도 좋고 핏도 적당해요,5,22.05.31.,,
1686,원단도 좋고 핏도 적당해요,5,22.05.31.,,
1687,맘에 드네요 색 별로 사야해요~!!,5,22.05.11.,,
