,comment,star,date,,상품링크
2485,"이상한 흰색 묻어있어요
 어두운 색이랑 밝은 옷 같은 모델인데 목 시보리쪽 두께가 달라요",3,22.04.07.,,
2486,마음에 듭니다~!!,5,22.05.17.,,
2487,이쁘게 잘입었어요!!,5,22.05.18.,,
2488,"161cm/50kg 생각보다 조금 큰데
깔끔해용 잘입을게요",5,22.04.13.,,
2489,핏도좋구 넘 깔끔하구 예뻐요 ㅎㅎ,5,22.05.09.,,
2490,남자친구랑 커플티 입으려고 주문했는데 좋네요!,5,22.05.10.,,
2491,남자친구랑 커플티 입으려고 주문했는데 좋네요!,5,22.05.10.,,
2492,옷 너무 이뻐여 좋아여,5,22.04.24.,,
2493,좋습니다.  세탁후에도 목 늘어짐이 없어야 할텐데.. 그건 해봐야 알수 있으니 별하나 일단 뺍니다,4,22.04.29.,,
2494,시원하고 너무 예쁘네요,5,22.04.24.,,
2495,너무이뻐요요요플레크이,5,22.05.14.,,
2496,역시 폴로에요~ 단정하고 편하구요~ 말해뭐해요~ 남편이 통통해서 라지 사이즈! 잘 맞아요! 색감도 고급스러워요~,5,22.04.05.,,
2497,세탁 몇번 했는데도 입을때마다 새옷 같아요,5,22.05.10.,,
2498,ㅠㅠ 잘 모르고 시켰는데 크네요,5,22.04.25.,,
2499,면이 좋아요~!!ㅎㅎ,5,22.05.18.,,
2500,재구매 합니다 잘 입을께요,5,22.04.24.,,
2501,예쁘고 좋아요 근데 쇼핑백이 좀 구겨져서 오는게 아쉽네요. ㅠ,5,22.04.12.,,
2502,좋아용 좋아용 배송 빨랏어용 조하요,5,22.05.16.,,
2503,배송도 빠르고 너무 좋아여 !,5,22.04.24.,,
2504,커플티로 주문했어요 좋아요,5,22.04.24.,,
2505,너무 마음에 들어용,5,22.04.25.,,
2506,"사이즈는 남여공용이라  남성기준으로 하면 좋을듯합니다.
집사람이 착용하려다 제가 입기엔 딱이네요 ㅎㅎㅎ",5,22.05.03.,,
2507,옷감이 좀 얇아서 비치네요,3,22.05.11.,,
2508,여름용으로 가볍게 입을려고 6번째 구매했습니다. 일단 옷감 자체 아주 브드럽고 편합니다. 처음엔 L 사이즈로 구매하였는데 M사이즈가 더 핏하게 맞는거 같습니다. 구매하시는분들 참고가 되었으면 합니다,5,22.04.16.,,
2509,"완전 맘에 들어요:)
색깔별로 쟁이고싶습니다",5,22.05.06.,,
2510,폴로 반팔티 조녜에에,5,22.04.24.,,
2511,색도 이쁘고 마음에 들어요 ㅎㅎ,4,22.04.21.,,
2512,넘무맘 에들어요사이즈딱,5,22.04.18.,,
2513,안감도 좋고 착용감도 좋아요,5,22.05.12.,,
2514,안감도 좋구 착용감도 좋아요,5,22.05.12.,,
2515,폴로매니아로써 폴로는 언제나 진리죠! 저렴한 가격으로 잘입겠습니다^^,5,22.05.03.,,
2516,착용감좋고 슬림핏이라 만족합니다.,5,22.04.16.,,
2517,색깔이 오묘? 하니 예뻐요~,5,22.05.07.,,
2518,옷이 아주 넘 좋았어요,5,22.05.14.,,
2519,배송도 빠르고 옷 재질도 좋네요. 근데 연두색 어깨 박음질 불량있어 교환신청했어요,5,22.04.08.,,
2520,배송도 빠르고 옷 재질도 좋네요. 근데 연두색 어깨 박음질 불량있어 교환신청했어요,5,22.04.08.,,
2521,배송도 빠르고 옷 재질도 좋네요. 근데 연두색 어깨 박음질 불량있어 교환신청했어요,5,22.04.08.,,
2522,착용감이나 색감이 좋읍니다,5,22.05.07.,,
2523,"배송도 빠르고 핏도 괜찮아요~
추가구매 생각 있음!!",5,22.04.16.,,
2524,"배송도 빠르고 핏도 괜찮아요~
추가구매 생각 있음!!",5,22.04.16.,,
2525,배송도 빠르고 옷 재질도 좋네요. 근데 연두색 어깨 박음질 불량있어 교환신청했어요.,5,22.04.08.,,
2526,가격대비 너무 좋아요! 색도 예쁘고 배송도 빨랐어요 ~~ 🤍,5,22.04.11.,,
2527,옷은 좋지만 사이즈 왜캐 크게 나온건지 좀 아쉬워요 오버핏으로 입는다지만 어깨선이 밑에 가있네요ㅠㅠ 한치수 작게 하시면 될듯요,3,22.04.25.,,
2528,쨍하면서 색감이 예쁘네요 배송빠르고 추천해요,5,22.04.12.,,
2529,이쁘네요 ㅎ 잘받았습니다,5,22.05.09.,,
2530,면이 부드럽고 핏이 예뻐요,5,22.04.16.,,
2531,폴로 반팔티 체체고,5,22.04.24.,,
2532,너무 이뻐요 잘 입을게용!!,3,22.04.24.,,
2533,진짜 옷 이뻐요♡.♡,5,22.05.15.,,
2534,좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요,5,22.05.22.,,
2535,여다 168.63 입니다.  남.여 공용이라 m시켰는데 넉넉합니다. 참고허세요.,4,22.05.04.,,
2536,"정품이 맞는지 모르겠지만 배송은 무척 빨랐구요
156/45 인데 M사이즈 아주 낙낙하게 잘 맞네요.",5,22.05.06.,,
2537,"전 크게 입어서 주문했는데
만족해요",5,22.04.18.,,
2538,역시 폴로는 예뻐요 커플티로 맞추기 딱입니당!,5,22.04.11.,,
2539,좋은 가격에 잘산 거 같아요! 아주 만족입니다 ~,5,22.04.09.,,
2540,"신랑이랑 같이 입으려고 하나씩 주문했는데 넘 맘에 든대요~~ 다른색깔도 사달라고 하네요ㅋㅋ
배송도 빠르고 저렴하게 득템했네요^^",5,22.04.14.,,
2541,질도 좋고 빠른 배송 조아요~~~! 오래오래 입늘게요,5,22.04.11.,,
2542,좋아요 잘 입을게요 ㅎㅎ,5,22.04.28.,,
2543,딱맞네요111111,5,22.05.21.,,
2544,딱맞네요111111,5,22.05.21.,,
2545,두번째 구매인데 여름에 입기 좋을거같아요^^,5,22.04.16.,,
2546,"맘에듭니다
브이넥 검정.흰색 구매함",5,22.04.18.,,
2547,"아 모르고 브이넥을 주문했어요 ㅎ 
그냥 입을께요",5,22.05.06.,,
2548,"부담없는 가격으로
한해 편히 입을수 있는 옷입니다.
강추합니다.",5,22.05.04.,,
2549,생각보다 질도 좋고 이쁩니다 ㅎㅎ,5,22.05.10.,,
2550,생각보다 질도 좋고 이쁩니다 ㅎㅎ,5,22.05.10.,,
2551,저희 아들이 만족해하네요,4,22.05.12.,,
2552,배송빠르고 제품 좋아요,5,22.04.17.,,
2553,보통 반팔xl사는데 요건 l해도 되네요생각보다 얇음,5,22.05.04.,,
2554,"좀 크게 입으려고 L사이즈 구매 했는데
예상보다 마니 크네여..ㅡ ㅡ;;
소재,색상 모두 맘에 들어서
다른색상 M사이즈로 구매 해야겠네여~^^",5,22.04.27.,,
2555,질좋고 핏좋고 다좋아요,5,22.05.10.,,
2556,너무 맘에 들고 다른 색도 구매 예정이에용 저렴한 가격에 잘 샀어용,5,22.05.03.,,
2557,너무 맘에 들고 다른 색도 구매 예정이에용 저렴한 가격에 잘 샀어용,5,22.05.03.,,
2558,실물 더 예쁘고 부드러워용,5,22.05.09.,,
2559,약간 크게나와서 편하고 좋아요,4,22.05.11.,,
2560,얼른 쟁여두세요! 한 여름 되면 불티나게 팔립니다..,5,22.05.09.,,
2561,완전 만족합니다 굿이요,5,22.04.19.,,
2562,깔끔해서  아무 옷에나 잘 어울립니다~,5,22.05.10.,,
2563,좋아요~~~~~~~~~~~~,5,22.05.02.,,
2564,좋아요~~~~~~~~~~~~,5,22.05.02.,,
2565,좋아요~~~~~~~~~~~~,5,22.05.02.,,
2566,좋아요~~~~~~~~~~~~,5,22.05.02.,,
2567,좋아요~~~~~~~~~~~~,5,22.05.02.,,
2568,좋아요~~~~~~~~~~~~,5,22.05.02.,,
2569,빠른배송 감사합니다.,5,22.05.13.,,
2570,좋아요~또 주문하고싶네요,5,22.05.09.,,
2571,배송 잘 받았구.마음에 듭니다.,4,22.05.12.,,
2572,스타일 이쁘고 깔끔해요,5,22.05.09.,,
2573,스타일 이쁘고 깔끔해요,5,22.05.09.,,
2574,소재도 정말 좋네용  포장듀 좋규 배송듀 빠룸,5,22.05.05.,,
2575,소재도 정말 좋네용  포장듀 좋규 배송듀 빠룸,5,22.05.05.,,
2576,싸고 좋아요  가성비 최고,5,22.04.11.,,
2577,배송도 빠르고 퀄리티도 좋네요ㅋㅋ,5,22.04.20.,,
2578,청바지에입으니예뻐요^^,5,22.05.10.,,
2579,깔끔하고 좋습니다.,5,22.05.11.,,
2580,"편한 핏, 이쁨니다요",5,22.04.18.,,
2581,"딸래미가 이쁘다네요
다른색도 사야겠어요",4,22.05.05.,,
2582,예쁘고 좋습니다 한치수씩 작게시켜도 될거같아요,5,22.04.09.,,
2583,179/70/M 으로 가심 됩니다 예쁘네요,5,22.05.14.,,
2584,배송도 빠르고 재질도 편안하게 마음에 들어요.,5,22.05.09.,,
2585,생각보다.크네요..,3,22.05.10.,,
2586,선물용으로 구매했습니다,5,22.05.11.,,
2587,선물용으로 구매했습니다,5,22.05.11.,,
2588,폴로 처음사보는데 조은듯,4,22.04.21.,,
2589,조아요 조아요 조아요,4,22.04.18.,,
2590,커플로 샀는데 이쁘고 만족스러워요 무엇보다 정품 인증되어있어 믿음직스러워용 !,5,22.04.02.,,
2591,이뻐요 올여름에 입고다니기 데일리로좋아요,4,22.05.03.,,
2592,옷이 너무 너무 좋았습니다~,5,22.05.14.,,
2593,너무이쁘네요 그냥 이뻐요 딱폴로티,5,22.05.05.,,
2594,사이즈가 너무 좋네여^^ 조만간 또구매하러 올께여 이뻐요,5,22.04.03.,,
2595,비침이 살짝 있어요 화이트 입으니 여름이 온 느낌~ 담에는 남색도 사려구용,5,22.04.29.,,
2596,이쁘고 편합니다ㅋㅋ너무 좋아요!!!,5,22.05.07.,,
2597,아주 살짝 크지만 불편함 없어요 잘 샀어요,5,22.05.09.,,
2598,편하고 깔끔하니 좋은것같아요 재구매하겠습니다,5,22.04.13.,,
2599,예버요 편사고좋야여,5,22.05.12.,,
2600,너무너무 만족해요. 좋아요,5,22.05.10.,,
2601,빠른 배송 감사합니다,5,22.04.16.,,
2602,예뻐요~~긴팔도 살까해요ㅋㄱ,5,22.04.17.,,
2603,재질도 얇고 여름에 시뤈하게 입기 좋아요!,5,22.05.05.,,
2604,재질도 얇고 여름에 시원하게 입기 좋아요!,5,22.05.05.,,
2605,얇을줄 알았는데 생각보다 딱 좋네요,5,22.05.09.,,
2606,생각보다 길이가 긴데 편하게 입고 있어요,4,22.05.08.,,
2607,배송도 빠르고 만족합니다,5,22.04.20.,,
2608,가성비 좋네요 한철 잘 입을꺼 같아요,5,22.05.02.,,
2609,"질감좋고 사이즈 잘 맞네요
싼가격에 잘샀어요",5,22.04.11.,,
2610,아주 얇아서 여름에 입기 좋을것 같아요 배송도 너무 빨랐어요 추천합니다,5,22.04.05.,,
2611,사이즈딱입니다  좋아유,5,22.04.18.,,
2612,이뻐요 커플티로 입었어용,5,22.04.12.,,
2613,"생가보다  사이즈가 크네요
하지만 원단 두께 디자인 다좋아요",5,22.04.07.,,
2614,편하고 좋은 것 같아요!!!!,5,22.05.13.,,
2615,기존에 있던 옷과 사이즈 모두 동일 굿!,5,22.04.15.,,
2616,좋은가격에 잘 샀어요~,5,22.05.09.,,
2617,좋아했으면 좋겠어요!! 선물용,5,22.04.15.,,
2618,"키 186에 85키로 XL 잘 맞고 편합니다.
배송도 빠르고 좋아요~",5,22.04.15.,,
2619,"165  52  평소 S입는데
적당히넉넉해여 근데 숙였을때 V라인은 뜨지않아여 면티를 너무딱맞거나 크지않게 보통적당히 입으려고하면 넘 좋아여^^",5,22.04.08.,,
2620,좀 사이즈가 작긴하네요 ㅠㅠ,5,22.05.12.,,
2621,폴로 M사이즈를 원래 입어서 이 티셔츠 흰색 카키 남색 주문했는데 기존 M보다 살짝 큰 감은 있는데 예뻐요,5,22.04.29.,,
2622,이뻐요😍감사합니다!,5,22.04.12.,,
2623,생각보다 얇은데 이뻐요,5,22.04.20.,,
2624,너무 만족하고 이뻐요,5,22.05.11.,,
2625,정말 이쁘고 핏 잘맛넹ㅎ ㅎㅎ,5,22.04.22.,,
2626,"옷감 좋구 배송도 빠르고 가격도 다른곳 보다
저렴해서 좋네요
180 .76 kg 크지 않고  잘 맞아요",4,22.04.08.,,
2627,배송도 빠르고 상품도 좋네요. 잘 입을게요~,5,22.04.12.,,
2628,배송도 빠르고 상품도 좋네요. 잘 입을게요~,5,22.04.12.,,
2629,배송도 빠르고 상품도 좋네요. 잘 입을게요~,5,22.04.12.,,
2630,좋아요 조아요 조아요 조아요 조아요 조아요,4,22.05.19.,,
2631,배송도 빠르고 상품도 좋네요. 잘 입을게요~,5,22.04.12.,,
2632,이뻐요 두벌째 샀는데 잘 맞아요^^,5,22.05.06.,,
2633,질은 좋아요!! 근데 생각보다 오버핏이니까 크게 사고 하지 마세요!,3,22.04.26.,,
2634,"넘 이뻐요 커플티로 입으려고 샀는데
전 상의 55반사이즈 s사고 남친은 키크고 마른편인데 m 사니까 딱이네요 !",5,22.04.19.,,
2635,배송도 진짜빠르고 구김없이 보내줬어요!!감사합니다◡̈❤️,5,22.05.01.,,
2636,아두조아쇠싯것ㄱ닌다ㅢㄴ거,5,22.05.15.,,
2637,아주 좋습니다 면 좋아요,5,22.04.14.,,
2638,배송 빠르고 좋아용 이쁘구 커플템최고,4,22.05.07.,,
2639,선물용으로도 굿 빠른배송은 덤~!,5,22.04.18.,,
2640,오버핏으로 입기딱좋습니다,5,22.05.09.,,
2641,폴로 M사이즈를 원래 입어서 이 티셔츠 흰색 카키 남색 주문했는데 기존 M보다 살짝 큰 감은 있는데 예뻐요,5,22.04.29.,,
2642,이뻐요😍감사합니다!,5,22.04.12.,,
2643,생각보다 얇은데 이뻐요,5,22.04.20.,,
2644,너무 만족하고 이뻐요,5,22.05.11.,,
2645,정말 이쁘고 핏 잘맛넹ㅎ ㅎㅎ,5,22.04.22.,,
2646,"옷감 좋구 배송도 빠르고 가격도 다른곳 보다
저렴해서 좋네요
180 .76 kg 크지 않고  잘 맞아요",4,22.04.08.,,
2647,배송도 빠르고 상품도 좋네요. 잘 입을게요~,5,22.04.12.,,
2648,배송도 빠르고 상품도 좋네요. 잘 입을게요~,5,22.04.12.,,
2649,배송도 빠르고 상품도 좋네요. 잘 입을게요~,5,22.04.12.,,
2650,좋아요 조아요 조아요 조아요 조아요 조아요,4,22.05.19.,,
2651,배송도 빠르고 상품도 좋네요. 잘 입을게요~,5,22.04.12.,,
2652,이뻐요 두벌째 샀는데 잘 맞아요^^,5,22.05.06.,,
2653,질은 좋아요!! 근데 생각보다 오버핏이니까 크게 사고 하지 마세요!,3,22.04.26.,,
2654,"넘 이뻐요 커플티로 입으려고 샀는데
전 상의 55반사이즈 s사고 남친은 키크고 마른편인데 m 사니까 딱이네요 !",5,22.04.19.,,
2655,배송도 진짜빠르고 구김없이 보내줬어요!!감사합니다◡̈❤️,5,22.05.01.,,
2656,아두조아쇠싯것ㄱ닌다ㅢㄴ거,5,22.05.15.,,
2657,아주 좋습니다 면 좋아요,5,22.04.14.,,
2658,배송 빠르고 좋아용 이쁘구 커플템최고,4,22.05.07.,,
2659,선물용으로도 굿 빠른배송은 덤~!,5,22.04.18.,,
2660,오버핏으로 입기딱좋습니다,5,22.05.09.,,
2661,"정품이네요 지금입기딱이에요
한여름은.더울듯",5,22.04.10.,,
2662,가격대비 잘산거같아요 ㅎㅎ 디자인도 깔끔하고 이뻐요 !!,5,22.04.29.,,
2663,커플티로 너무 이뻐요,5,22.05.10.,,
2664,선물용ㅇ으로도 좋고 너무너무 편해요,5,22.04.21.,,
2665,가성비 훌륭합니다.,5,22.04.16.,,
2666,빠른 배송 좋은 제품 감사합니다,5,22.04.12.,,
2667,원하던 핏은 아니었지만 생각보다 너무 이쁩니다,5,22.05.02.,,
2668,저렴하게 구매잘했습니다,5,22.04.13.,,
2669,소재도 시원하고 착용감도 좋아요.,4,22.05.04.,,
2670,소재도 시원하고 착용감도 좋아요.,5,22.05.04.,,
2671,빠른배송 최고의 퀄리티 감사합니다,5,22.05.07.,,
2672,커플티로 잘 입고 있습니다 ㅎㅎ,5,22.04.20.,,
2673,루즈핏으로 입기 좋아요~,5,22.05.07.,,
2674,아주아주 좋습니다. 강추합니다.,5,22.04.21.,,
2675,"크게 기대 안햇는데 옷감,사이즈 다 만족했습니다",5,22.05.03.,,
2676,M 박시하게 입을까 하시는 분들 S입어도 여유롭습니다,5,22.04.15.,,
2677,이뻐요. 가격도 소소해요.,4,22.05.08.,,
2678,매번 너무 맘에 들어요.,5,22.05.10.,,
2679,핏도 예쁘고 배송도 넘 빠르고 좋네용~,5,22.05.06.,,
2680,괜찮아요 근데 로고 부분 아예 하얀색일줄 알았는데 하늘색이라서 좀 아쉬워요,4,22.04.03.,,
2681,S살껄 후회중이에여유ㅠ 그랴두 이쁘긴 이쁩니다!!!,5,22.05.01.,,
2682,"좋은 상품 항상 감사드립니다,",5,22.05.06.,,
2683,남자의류핏이라 편하기만,3,22.05.09.,,
2684,여름에 편하게 입기 좋울 것 같아요.,5,22.04.17.,,
2685,다좋아요 맘에쏙듭니다,5,22.04.13.,,
2686,엄청 클줄알고 걱정햇는데 생각보다 건조기돌려서그런지 많이 크진않네요 편하게 잘 입을거같아요,5,22.04.23.,,
2687,싼가격에 아주좋아요 정품맞아요,5,22.05.01.,,
2688,"크게 기대 안했는데 옷감,시이즈 다 만족했습니다.",5,22.05.03.,,
2689,"사이즈 상품 다 만족합니다~ 배송도 빠르고 좋아요 
또 구매할게요~~",5,22.04.26.,,
2690,"사이즈 상품 다 만족합니다~ 배송도 빠르고 좋아요 
또 구매할게요~~",5,22.04.26.,,
2691,"사이즈 상품 다 만족합니다~ 배송도 빠르고 좋아요 
또 구매할게요~~",5,22.04.26.,,
2692,"사이즈 상품 다 만족합니다~ 배송도 빠르고 좋아요 
또 구매할게요~~",5,22.04.26.,,
2693,"사이즈 상품 다 만족합니다~ 배송도 빠르고 좋아요 
또 구매할게요~~",5,22.04.26.,,
2694,너무만족합니다 다른색상도 구입할려구요,5,22.05.05.,,
2695,상품도 좋고 배송도 빨라요~!!,5,22.05.09.,,
2696,상품도 좋고 배송도 빨라요~!!,5,22.05.09.,,
2697,이버여 사이즈 잘 맞아요,5,22.05.09.,,
2698,"면이 너무 좋고 부들해요
편하게 입으려고 s 했는데 담엔 xs로도 하나 더 사고 싶어요",5,22.04.26.,,
2699,소재좋아서 편하게 입고 있어요,4,22.05.08.,,
2700,배송이 아주 빨라요,5,22.05.10.,,
2701,만족 대박 좋아요 ㅎㅎ,5,22.04.19.,,
2702,아빠가 조아하네여 감사합니다,3,22.05.07.,,
2703,아뻐요 사이즈 잘 맞아요,5,22.05.09.,,
2704,아뻐요 사이즈 잘 맞아요,5,22.05.09.,,
2705,색상 오배송 와서 배송이 좀 걸리긴 했지만 편해요,4,22.05.04.,,
2706,배송빠르고 역시폴로 색상넘이뻐요,5,22.04.13.,,
2707,재질도좋고 너무 편하고 이뻐요!!,5,22.04.11.,,
2708,만족합니다 선물 잘 했네요,5,22.05.08.,,
2709,조아요 조아요 조아요 조아요,5,22.05.13.,,
2710,좋은 제품 좋은 가격에 잘 샀네요! 잘 입고 다니고 있어요!,5,22.04.09.,,
2711,조금 얇지만 한 여름에 입기 좋을듯,5,22.04.16.,,
2712,색상도 많고 좋아요 추천드립니다.,5,22.04.06.,,
2713,겁나 이쁘네요 두께감은 여름에도 입을수 있을것같아요,5,22.04.29.,,
2714,아들이.좋아하네요 정품맞구요 감사해요,5,22.04.10.,,
2715,커플티로 산거라 무난히 잘 입고 다닐것같아요^^,5,22.05.04.,,
2716,날이 갑자기 더워져서 급하게 구매했는데 배송도 빠르고 좋아요!!,5,22.05.02.,,
2717,이쁘네요 잘입을께요,5,22.04.21.,,
2718,이쁘네요 잘입을께요,5,22.04.21.,,
2719,빠른 배송감사합니다. 정품맞아요,5,22.05.02.,,
2720,어버이날 선물로 샀어요 예뻐요,5,22.05.08.,,
2721,어버이날 선물로 샀어요 예뻐요,5,22.05.08.,,
2722,"정사이즈 입니다.
평소사이즈로 구매",5,22.04.18.,,
2723,폴로 반팔티 좋습니다,5,22.05.09.,,
2724,개인적으로 사진하고 너무 똑같아서 놀래ㅛ습니다!!!! 이뻐요! 심플하고 커플티로 딱이에요!!! 추천합니당,4,22.04.25.,,
2725,개인적으로 사진하고 너무 똑같아서 놀래ㅛ습니다!!!! 이뻐요! 심플하고 커플티로 딱이에요!!! 추천합니당,4,22.04.25.,,
2726,빠른배송에 정확한 상품 감사합니다 휘뚜루마뚜루 잘 입을께요,5,22.05.01.,,
2727,"177 82에 평소 105~110사이 입는데 XL딱 좋아요. 
라지했으면 너무 딱맞아서 별로엿을듯..ㅎㅎ",5,22.04.29.,,
2728,여러벌 구매해서 입기 좋아요 :),5,22.05.08.,,
2729,가격대비 좋네요 ㅋㅋ,5,22.05.09.,,
2730,폴로 즐겨 입는데 저렴한 가격애 너무 좋은거같아요,5,22.05.03.,,
2731,이뻐용 배송도 빨라서 선물하기 좋암ㅅ어여,5,22.05.07.,,
2732,생각보다 사이즈가 여유있네요,5,22.05.06.,,
2733,역시 폴로는 깔끔함의 정석,5,22.05.07.,,
2734,이쁘고 편해요 짱짱,5,22.04.13.,,
2735,상품과 배송 둘다 만족,5,22.05.08.,,
2736,상당히 이쁘고 맘에 듭니다 감사해요 ㅎㅎ,5,22.05.03.,,
2737,아주 예쁘고 면이 부드러워요,5,22.04.14.,,
2738,"울 딸이 이쁘다고 뺏어갔네요
잘 입을게요",4,22.05.06.,,
2739,"이뻐요,~두번째구매에요..",5,22.05.05.,,
2740,"남자친구랑 커플로샀는데 이뻐요
흔하다곤하지만.. 흔한데는 이유가 있는법ㅎㅎ",5,22.04.19.,,
2741,원단이 상당히 얇아요 이너착용 필수 .지나치게 얇네요 .가격대비 정말 얇아요.재구매의사없음,2,22.04.21.,,
2742,옷이 커무 이버용~,5,22.05.10.,,
2743,2번째구매에요 배송진짜 빨라요,4,22.05.01.,,
2744,생각보다 조금 크네요,3,22.04.15.,,
2745,적당하게 이뽀요~넥라인도 적당하게 파였구요~,5,22.04.09.,,
2746,배송이아주빨라요!!,5,22.05.10.,,
2747,빠른배송 일단 다 편해요 주머니부분이 뜯겻지먼 제가 수선하도록,5,22.04.07.,,
2748,원단이 좋고 핏도 예뻐요,5,22.05.02.,,
2749,"깔끔한 디자인, 빠른 배송, 좋은품질!!",5,22.05.07.,,
2750,"깔끔한 디자인, 빠른 배송, 좋은품질!!",5,22.05.07.,,
2751,빠르고 안전한배송 굿드,5,22.05.07.,,
2752,이쁘고 좋아요😁😁😁,5,22.05.09.,,
2753,"사진하고 같아요
원단도 좋고요
앞으로 계속 착한 가격으로 촣은퀄리티
부탁해요
많이 파세요~^^",5,22.04.19.,,
2754,"생각보다 안 크고 딱 맞아요
폴로 티는 말해 뭐해죠
사이즈 업해서 몇개 더 시켜야겠어요",4,22.03.26.,,
2755,"S사이즈 넉넉하네요
오버핏으로입어야죠",5,22.04.07.,,
2756,66-77사이즈입는 여자인데 xl 넉넉하니좋아요 l했어도 편하게입었을꺼같아요 다음에또 주문할께요,5,22.04.19.,,
2757,배송 빨라요 여러개 주문했는데 오배송이 와서 교환해주시기러 했어요,5,22.04.02.,,
2758,넘이뻐요 배송도빠르고,4,22.05.02.,,
2759,사이즈  딱 맞아요~~~^^,5,22.05.12.,,
2760,너무 이쁘고 좋아서 또 구매햇어요^^,5,22.05.03.,,
2761,딱맞게  이뻐요~^^,5,22.05.12.,,
2762,이뻐요 남자친구가 너무 마음에 들어하네요,5,22.05.04.,,
2763,일반 티보다 크게나온듯해요ㅡ오버핏으루 입게생겻네요,4,22.04.30.,,
2764,3벌째 구매했습니다🤗🤗,5,22.05.10.,,
2765,이뻐서 재구매했어요 좋아요,5,22.05.08.,,
2766,배송이 빠르네요~~,5,22.05.10.,,
2767,저렴하게잘샀어요~^^,4,22.05.07.,,
2768,사이즈가 정사이즈는 아닌듯 합니다. 옷의 질감이나 모든건 맘에 듭니다.,5,22.04.22.,,
2769,감사합니다 번창하세요,5,22.05.07.,,
2770,감사합니다 번창하세요,5,22.05.07.,,
2771,"빠른배송감사합니다
95사이즈 스몰.
잘맞아요",5,22.05.05.,,
2772,존예롭네요 살짝 핏되게 입는게 좋을거같아요,5,22.04.09.,,
2773,오랜만에 폴로 티셔츠를 구매해 보내요. 긴 세월이 지나도 깔끔하고 무난하지만 뭔가 특별한 느낌이 있어서 좋아요 ^^,5,22.04.20.,,
2774,편하고 재질좋고 딱입니다,5,22.04.13.,,
2775,역시 폴로입니다  착한가격,5,22.04.13.,,
2776,정말 좋아요 ~~~,5,22.05.12.,,
2777,매번 사도사도 또사네요.,5,22.05.10.,,
2778,옷 너무 이쁘고 역시 폴로입니다,5,22.05.02.,,
2779,잘 받았습니다요 ㅎ,5,22.05.09.,,
2780,여자친구꺼랑 같이 구매했어요!!,5,22.04.15.,,
2781,배공이 빠르고 옷이 좋아오,5,22.05.06.,,
2782,배송도 빠르고 이뻐요,5,22.05.07.,,
2783,👍👍말이 필요없습니다,5,22.05.09.,,
2784,"상품, 배송 둘다 만족",5,22.05.08.,,
2785,좋습니다 그냥 딱 폴로티입니다,5,22.05.05.,,
2786,핏좋고 사이즈좋네요 생각보다얇아요,5,22.04.30.,,
2787,부드럽고 넉넉하고 편해요,5,22.05.06.,,
2788,편하게 입고 있어요,4,22.05.08.,,
2789,배송 빠르게 잘 받았습니다,5,22.05.06.,,
2790,편하고 이쁘고 빠르고 굿,5,22.04.13.,,
2791,너무 예쁘고 잘 맞아요,5,22.04.14.,,
2792,95라기엔 살짝 작은거갘아요~ 근데 예뻐요,5,22.05.04.,,
2793,편하고 가격도 합리적이고 배송도빠름,5,22.05.02.,,
2794,조금 비치는 거 빼고는 로고플레이가 너무 사랑스러워서 좋아요!!,5,22.04.30.,,
2795,생일선물용으로 샀어요...,5,22.05.07.,,
2796,아주 좋아요 잘 입을게요,5,22.05.08.,,
2797,커플티로 입으려고 샀는데 재질은 좋으나 목이 잘 늘어날것같아요,5,22.04.28.,,
2798,옷이 너무 이쁘고 좋아용,5,22.05.03.,,
2799,가성비좋은상품입니다.,5,22.04.13.,,
2800,가성비좋은상품입니다.,5,22.04.13.,,
2801,커서 놀랬는데 입어보니 박시하게 입어도 될듯하여 걍 입을려구요~,4,22.04.29.,,
2802,배송도 빠르고 가격도 저렴하고 얇지만 핏도 적당해서 좋아요,5,22.04.26.,,
2803,편하게 입기 좋아요,4,22.05.04.,,
2804,면 좋아요 지난번에 너무 커서 한사이즈 줄여서 주문했는데도 커요  핏자체가 편안한 오버핏 이예요,5,22.04.17.,,
2805,옷 편하고 너무 정피싱에요,5,22.04.12.,,
2806,배송이 빨라서 좋았습니다.,5,22.05.06.,,
2807,배송도 빠르고 원단도 좋아요.근데 받자마자 세탁했는데  목부분이 많이 늘어나는 감이있네요.,4,22.04.17.,,
2808,좋아요 좋아요 좋아요 좋아요,5,22.05.19.,,
2809,예쁘게 잘 입을듯해요,4,22.05.06.,,
2810,원단 재질이 생각보다 좋았지만 어깨핏이 조금 좁아요~,4,22.04.29.,,
2811,아주 편하고 좋아요~~~,5,22.04.15.,,
2812,"빠른 배송 감사드립니다.
많이파세요",5,22.05.04.,,
2813,빠른배송 넘 좋고 화면 그대로 디자인색상 넘 맘에 쏘~옥 듭니다.,5,22.04.30.,,
2814,평소 95-100입는데 s해도 잘 맞음! 여자기준ㅎㅎ,5,22.05.06.,,
2815,배송이 빨라서 좋았어요.,5,22.05.06.,,
2816,커플템으로 샀는데 넘 좋아요^^,5,22.04.12.,,
2817,배송이 엄청 빨라요~^^ 넉넉하고 예쁩니다,5,22.04.08.,,
2818,저렴하게 잘 샀습니다. 품질 좋아요,5,22.04.28.,,
2819,저렴하게 잘 샀습니다. 품질 좋아요,5,22.04.28.,,
